,artist,date,id,image,painting
8355,Attributed to Cola dell'Amatrice,1501,8384,http://nrs.harvard.edu/urn-3:VIT.BB:8075577,St. Nicholas of Tolentino
8356,"Moroni, Giovanni Battista",1551,8385,http://nrs.harvard.edu/urn-3:VIT.BB:10525965,St. Jerome reading
8357,Ventura di Moro,1401,8386,http://nrs.harvard.edu/urn-3:VIT.BB:4828481,St. Christopher and the Christ Child
8358,"Near Lotto, Lorenzo",1500,8387,http://nrs.harvard.edu/urn-3:VIT.BB:8746897,Madonna and Child with St. Jerome
8359,"Bembo, Bonifacio",1440,8388,http://nrs.harvard.edu/urn-3:VIT.BB:10519354,God the Father
8360,"After Romano, Giulio",1920,8389,http://nrs.harvard.edu/urn-3:VIT.BB:8094869,Panoply
8361,"Farinati, Paolo",1552,8390,http://nrs.harvard.edu/urn-3:VIT.BB:10531980,Madonna and Child
8362,"Attributed to Romano, Giulio",1501,8391,http://nrs.harvard.edu/urn-3:VIT.BB:8088844,Madonna and Child with the Infant St. John the Baptist
8363,"Anonymous painter of Siena, 14th century",1301,8392,http://nrs.harvard.edu/urn-3:VIT.BB:9450549,"Coronation of the Virgin with saints, angels and a reclining Eve; Saints; Angel of Annunciation; Saints; Virgin Annunciate"
8364,Attributed to Cesare da Sesto,1497,8393,http://nrs.harvard.edu/urn-3:VIT.BB:10523270,Madonna and Child
8365,"Nelli, Ottaviano",1401,8394,http://nrs.harvard.edu/urn-3:VIT.BB:8075504,"Madonna and Child Enthroned with St. John the Baptist, St. Jerome and two kneeling members of a confraternity as donors"
8366,"Maineri, Gian Francesco de",1489,8395,http://nrs.harvard.edu/urn-3:VIT.BB:10541710,Adoration of the shepherds
8367,"Anonymous painter of Venice, 16th century",1501,8396,http://nrs.harvard.edu/urn-3:VIT.BB:10593819,Visitation with three Saints
8368,"Falsely attributed to Crivelli, Carlo",1450,8397,http://nrs.harvard.edu/urn-3:VIT.BB:8708187,St. Sebastian
8369,"Francia, Giulio",1515,8398,http://nrs.harvard.edu/urn-3:VIT.BB:10583206,Madonna and Child with St. Francis and St. Paul [?]
8370,Moretto da Brescia,1525,8399,http://nrs.harvard.edu/urn-3:VIT.BB:10526244,Visitation
8371,"Near Spinelli, Parri",1401,8400,http://nrs.harvard.edu/urn-3:VIT.BB:4828336,Angel of Annunciation; Virgin Annunciate
8372,"Porta, Giuseppe",1535,8401,http://nrs.harvard.edu/urn-3:VIT.BB:10593228,Allegorical figure
8373,Girolamo di Benvenuto,1490,8402,http://nrs.harvard.edu/urn-3:VIT.BB:9434926,Madonna and Child with St. Peter and St. Paul
8374,Giampietrino,1520,8403,http://nrs.harvard.edu/urn-3:VIT.BB:10521991,Madonna and Child with the Infant St. John
8375,"Attributed to Uccello, Paolo",1401,8404,http://nrs.harvard.edu/urn-3:VIT.BB:4863179,"Man of Sorrows with symbols of Passion, St. Francis, St. Jerome and a nun saint"
8376,"Santacroce, Girolamo da",1500,8405,http://nrs.harvard.edu/urn-3:VIT.BB:8735646,Madonna and Child with St. Anthony
8377,"Beccafumi, Domenico",1506,8406,http://nrs.harvard.edu/urn-3:VIT.BB:9436096,Madonna and Child with two saints
8378,"Near Mantegna, Andrea",1451,8407,http://nrs.harvard.edu/urn-3:VIT.BB:10536108,Cupid
8379,"? Anonymous painter of Florence, 14th century",1301,8408,http://nrs.harvard.edu/urn-3:VIT.BB:4904716,Madonna and Child Enthroned
8380,"Vivarini, Bartolomeo",1451,8409,http://nrs.harvard.edu/urn-3:VIT.BB:8708155,Madonna and Child Enthroned
8381,"Follower of Lorenzetti, Pietro",1326,8410,http://nrs.harvard.edu/urn-3:VIT.BB:9295532,Mourning St. John the Evangelist
8382,"Fontana, Lavinia",1572,8411,http://nrs.harvard.edu/urn-3:VIT.BB:10579725,The Infant St. John
8383,Attributed to Alunno di Benozzo,1490,8412,http://nrs.harvard.edu/urn-3:VIT.BB:4870451,Stigmatization of St. Francis
8384,"Bellini, Giovanni",1451,8413,http://nrs.harvard.edu/urn-3:VIT.BB:8706140,Portrait of a young man with bare shoulder
8385,"Butinone, Bernardino",1450,8414,http://nrs.harvard.edu/urn-3:VIT.BB:10519456,Nativity and Annunciation to the shepherds
8386,"After Botticelli, Sandro",1491,8415,http://nrs.harvard.edu/urn-3:VIT.BB:4890656,"Dante lost in a wood, escaping and meeting Virgil"
8387,Near Melozzo da Forli,1476,8416,http://nrs.harvard.edu/urn-3:VIT.BB:8074510,Young man in profile
8388,Sano di Pietro,1425,8417,http://nrs.harvard.edu/urn-3:VIT.BB:9431114,Madonna and Child
8389,"Anonymous painter of Bologna, 14th century",1301,8418,http://nrs.harvard.edu/urn-3:VIT.BB:10579783,Nativity
8390,"Veronese, Paolo",1548,8419,http://nrs.harvard.edu/urn-3:VIT.BB:10610938,Sacrifice at Lystra
8391,"Anonymous painter of Venice, 16th century",1501,8420,http://nrs.harvard.edu/urn-3:VIT.BB:10593775,Madonna and Child with two saints
8392,Follower of Duccio,1301,8421,http://nrs.harvard.edu/urn-3:VIT.BB:9295364,Madonna and Child; God Blessing
8393,"Near Pinturicchio, Bernardino",1491,8422,http://nrs.harvard.edu/urn-3:VIT.BB:8074414,Madonna and Child
8394,After Titian,1538,8423,http://nrs.harvard.edu/urn-3:VIT.BB:10611177,"Recling Venus in landscape with Cupid, a man in armor and two doves"
8395,"Follower of Carpaccio, Vittore",1475,8424,http://nrs.harvard.edu/urn-3:VIT.BB:8719125,Adoration of the Magi
8396,Workshop of Giovanni del Biondo,1370,8425,http://nrs.harvard.edu/urn-3:VIT.BB:4626976,"Coronation of the Virgin with six saints, two angels and Seraphim; Man of Sorrows"
8397,"Circle of Bissolo, Francesco",1490,8426,http://nrs.harvard.edu/urn-3:VIT.BB:8735993,Christ the Redeemer
8398,"Anonymous painter of North Italy, 16th century",1501,8427,http://nrs.harvard.edu/urn-3:VIT.BB:10536402,Nativity with kneeling friar and six saints in background
8399,"Copy after Angelico, Fra",1930,8428,http://nrs.harvard.edu/urn-3:VIT.BB:4838748,Rest on the flight into Egypt
8400,"Anonymous sculptor of Florence, 15th century",1410,8429,http://nrs.harvard.edu/urn-3:VIT.BB:4906790,Apostle
8401,"Imitator of Boltraffio, Giovanni Antonio",1487,8430,http://nrs.harvard.edu/urn-3:VIT.BB:10523218,Head of Christ
8402,"? Anonymous painter of Siena, 13th century",1201,8431,http://nrs.harvard.edu/urn-3:VIT.BB:9450731,Narrative scene
8403,"Barbari, Jacopo de'",1490,8432,http://nrs.harvard.edu/urn-3:VIT.BB:8718091,Entombment
8404,"? Bonsignori, Francesco",1491,8433,http://nrs.harvard.edu/urn-3:VIT.BB:10532074,"Profile of Francesco Accolti, called L'Aretino"
8405,Niccolò di Pietro Gerini,1385,8434,http://nrs.harvard.edu/urn-3:VIT.BB:4828063,Crucifixion; God the Father Blessing (?)
8406,Lorenzo di Bicci,1380,8435,http://nrs.harvard.edu/urn-3:VIT.BB:4838389,"Madonna and Child with St. John the Baptist, St. James the Greater, St. Peter and St. Anthony Abbot"
8407,"? Veronese, Paolo",1548,8436,http://nrs.harvard.edu/urn-3:VIT.BB:10591056,Woman with a young boy
8408,Attributed to Andrea di Luigi,1491,8437,http://nrs.harvard.edu/urn-3:VIT.BB:8087744,Madonna and Child Enthroned with the Infant St. John the Baptist; Noli me tangere; Annunciation
8409,"Campi, Bernardino",1551,8438,http://nrs.harvard.edu/urn-3:VIT.BB:10526428,Noah's Arc
8410,Giovanni dal Ponte,1405,8439,http://nrs.harvard.edu/urn-3:VIT.BB:4828187,Annunciation
8411,Jacopo da Montagnana,1458,8440,http://nrs.harvard.edu/urn-3:VIT.BB:8708183,St. Benedict
8412,"After Sarto, Andrea del",1501,8441,http://nrs.harvard.edu/urn-3:VIT.BB:4901265,Madonna and Child with the Infant St. John and two angels
8413,"Neroni, Bartolomeo",1525,8442,http://nrs.harvard.edu/urn-3:VIT.BB:9450713,Madonna and Child with the Infant St. John and two saints
8414,Near Giampietrino,1520,8443,http://nrs.harvard.edu/urn-3:VIT.BB:10522001,St. Mary Magdalene
8415,Master of Marradi,1490,8444,http://nrs.harvard.edu/urn-3:VIT.BB:4876641,Virgin adoring the Christ Child with St. Joseph
8416,"Near Solario, Andrea",1490,8445,http://nrs.harvard.edu/urn-3:VIT.BB:10522109,Salome with the head of St. John the Baptist
8417,"Lotto, Lorenzo",1500,8446,http://nrs.harvard.edu/urn-3:VIT.BB:8747150,Francesco Soderini
8418,"Vivarini, Alvise",1476,8447,http://nrs.harvard.edu/urn-3:VIT.BB:8718157,Bust of a man
8419,"? Pontormo, Jacopo da",1541,8448,http://nrs.harvard.edu/urn-3:VIT.BB:4901067,Portrait of man in a bedroom
8420,"Anonymous painter of Siena, 14th century",1301,8449,http://nrs.harvard.edu/urn-3:VIT.BB:9450753,Madonna and Child with a goldfinch
8421,Workshop of Raphael,1501,8450,http://nrs.harvard.edu/urn-3:VIT.BB:8088918,Five seated and reclining gods
8422,"Attributed to Santi, Giovanni",1491,8451,http://nrs.harvard.edu/urn-3:VIT.BB:8083730,"Virgin adoring the Christ Child with two angels, St. Sebastian and St. Francis"
8423,Follower of Raffaellino del Garbo,1491,8452,http://nrs.harvard.edu/urn-3:VIT.BB:4891458,Madonna and Child
8424,Parmigianino,1503,8453,http://nrs.harvard.edu/urn-3:VIT.BB:10580024,Marriage of the Virgin
8425,"Anonymous painter of Florence, 16th century",1541,8454,http://nrs.harvard.edu/urn-3:VIT.BB:4904271,Orpheus
8426,"Copy after Bellini, Giovanni",1451,8455,http://nrs.harvard.edu/urn-3:VIT.BB:8706068,Madonna and Blessing Child Enthroned with saints and angels
8427,"Veronese, Paolo",1570,8456,http://nrs.harvard.edu/urn-3:VIT.BB:10591294,Mystic marriage of St. Catherine
8428,"Sellaio, Jacopo del",1470,8457,http://nrs.harvard.edu/urn-3:VIT.BB:4890428,Adoration of the Child with the Infant St. John the Baptist and St. Jerome
8429,? Bono da Ferrara,1441,8458,http://nrs.harvard.edu/urn-3:VIT.BB:10718090,St. Francis
8430,"Morone, Domenico",1476,8459,http://nrs.harvard.edu/urn-3:VIT.BB:10519380,Profile of an elderly man wearing a cap
8431,"Near Botticini, Francesco",1451,8460,http://nrs.harvard.edu/urn-3:VIT.BB:4876669,Tobias and the Archangel Raphael
8432,? Rosso Fiorentino,1501,8461,http://nrs.harvard.edu/urn-3:VIT.BB:4893807,Dead Christ upheld by Joseph of Arimathea
8433,"School of Bellini, Giovanni",1451,8462,http://nrs.harvard.edu/urn-3:VIT.BB:8706214,Madonna and Child with a goldfinch
8434,"Anonymous painter of Venice, 16th century",1550,8463,http://nrs.harvard.edu/urn-3:VIT.BB:10593479,Bust of a lady
8435,"Anonymous painter of Venice, 16th century",1501,8464,http://nrs.harvard.edu/urn-3:VIT.BB:10593817,Noli me tangere
8436,"Maineri, Gian Francesco de",1489,8465,http://nrs.harvard.edu/urn-3:VIT.BB:10541696,Christ bearing the Cross
8437,Lorenzo di Bicci,1385,8466,http://nrs.harvard.edu/urn-3:VIT.BB:4838385,St. Francis
8438,"Copy after Sarto, Andrea del",1920,8467,http://nrs.harvard.edu/urn-3:VIT.BB:4901041,Isaac on the altar
8439,Polidoro da Lanciano,1535,8468,http://nrs.harvard.edu/urn-3:VIT.BB:10611409,Holy Family with the Infant St. John and St. Catherine of Alexandria in landscape
8440,Francesco di Gentile,1491,8469,http://nrs.harvard.edu/urn-3:VIT.BB:8084010,Bust of a youth
8441,"Montemezzano, Francesco",1560,8470,http://nrs.harvard.edu/urn-3:VIT.BB:10591402,Adoration of the Magi
8442,Marco d'Oggiono,1487,8471,http://nrs.harvard.edu/urn-3:VIT.BB:10523200,St. Sebastian
8443,Near Raphael,1501,8472,http://nrs.harvard.edu/urn-3:VIT.BB:8088742,Mercury
8444,Attributed to Piero di Cosimo,1491,8473,http://nrs.harvard.edu/urn-3:VIT.BB:4893476,Ruins in a landscape
8445,"? Siculo, Jacopo",1526,8474,http://nrs.harvard.edu/urn-3:VIT.BB:8087672,"Bearded man wearing a turban and holding a jar, a Dominican donor and the infants Christ and St. John the Baptist in the background"
8446,Anonymous painter of Padua,1301,8475,http://nrs.harvard.edu/urn-3:VIT.BB:10536470,Madonna and Child with a goldfinch enthroned with four angels
8447,"Lotto, Lorenzo",1500,8476,http://nrs.harvard.edu/urn-3:VIT.BB:8747068,Little girl
8448,"Tintoretto, Jacopo",1537,8477,http://nrs.harvard.edu/urn-3:VIT.BB:10592682,Bust of a bearded man
8449,"After Romano, Giulio",1920,8478,http://nrs.harvard.edu/urn-3:VIT.BB:8088824,Dwarf wearing a helmet
8450,Circle of Masolino,1426,8479,http://nrs.harvard.edu/urn-3:VIT.BB:4838692,Madonna and Child
8451,"Bergognone, Ambrogio",1480,8480,http://nrs.harvard.edu/urn-3:VIT.BB:10519688,St. Gregory; St. Augustine
8452,Pasqualino Veneto,1496,8481,http://nrs.harvard.edu/urn-3:VIT.BB:8718993,Madonna and Child
8453,Near Raffaellino del Garbo,1491,8482,http://nrs.harvard.edu/urn-3:VIT.BB:4893365,Madonna and Child with the Infant St. John the Baptist
8454,School of Giovanni da Milano,1376,8483,http://nrs.harvard.edu/urn-3:VIT.BB:4627042,Madonna and Child Enthroned with eight saints and  two angels
8455,School of Titian,1565,8484,http://nrs.harvard.edu/urn-3:VIT.BB:10611134,Venus blindfolding Cupid
8456,"Anonymous painter of North Italy, 16th century",1501,8485,http://nrs.harvard.edu/urn-3:VIT.BB:10536420,Two allegorical figures
8457,Bernardino de' Conti,1494,8486,http://nrs.harvard.edu/urn-3:VIT.BB:10521883,Madonna and Child
8458,"Anonymous painter of Piedmont, 15th century",1400,8487,http://nrs.harvard.edu/urn-3:VIT.BB:10511665,The Vision of  St. Eustace
8459,"? Bonsignori, Francesco",1491,8488,http://nrs.harvard.edu/urn-3:VIT.BB:10536272,Ornamental frieze with male head
8460,"Anonymous painter of Siena, 14th century",1301,8489,http://nrs.harvard.edu/urn-3:VIT.BB:9450739,Madonna and Child with a goldfinch
8461,"Zenale, Bernardo",1484,8490,http://nrs.harvard.edu/urn-3:VIT.BB:10519528,St. Francis; St. Anthony
8462,Luca di Tommé,1362,8491,http://nrs.harvard.edu/urn-3:VIT.BB:9297537,Prophet Isaiah
8463,"Vivarini, Alvise",1476,8492,http://nrs.harvard.edu/urn-3:VIT.BB:8718143,Bust of a man
8464,Master of the Bracciolini Chapel,1415,8493,http://nrs.harvard.edu/urn-3:VIT.BB:4904666,Madonna and Child with a goldfinch
8465,Giovanni di ser Giovanni Guidi,1441,8494,http://nrs.harvard.edu/urn-3:VIT.BB:4863267,Petrarch's Triumph of Fame and Triumph of Time
8466,"Anonymous painter of Siena, 14th century",1301,8495,http://nrs.harvard.edu/urn-3:VIT.BB:9450534,Trinity with two bishop saint and St. Clare
8467,"Anonymous painter of Venice, 15th century",1401,8496,http://nrs.harvard.edu/urn-3:VIT.BB:10593639,St. Paul and St. John the Baptist
8468,Sano di Pietro,1425,8497,http://nrs.harvard.edu/urn-3:VIT.BB:9431184,Madonna and Child with two saints and four angels
8469,"Near Basaiti, Marco",1500,8498,http://nrs.harvard.edu/urn-3:VIT.BB:8735748,St. Jerome Penitent in the Wilderness
8470,"Anonymous painter of Umbria, 15th century",1401,8499,http://nrs.harvard.edu/urn-3:VIT.BB:8095111,Christ on the Cross with the Virgin and St. John the Evangelist
8471,Marco d'Oggiono,1487,8500,http://nrs.harvard.edu/urn-3:VIT.BB:10523238,St. Roch
8472,"Nelli, Ottaviano",1401,8501,http://nrs.harvard.edu/urn-3:VIT.BB:8075484,"Stigmatization of St. Francis; Annunciation; St. Anne, Madonna and Child Enthroned with four angels; Mass of St. Gregory"
8473,Pseudo Pier Francesco Fiorentino,1451,8502,http://nrs.harvard.edu/urn-3:VIT.BB:4863595,Madonna and Child with a goldfinch and a pomegranate
8474,"Licinio, Bernardino",1530,8503,http://nrs.harvard.edu/urn-3:VIT.BB:8747182,Madonna and Child with the Infant St. John and St. Catherine of Alexandria
8475,Manner of Sano di Pietro,1920,8504,http://nrs.harvard.edu/urn-3:VIT.BB:9429330,Madonna and Child with a goldfinch
8476,"Attributed to Porta, Giuseppe",1551,8505,http://nrs.harvard.edu/urn-3:VIT.BB:10593457,Birth of St. John the Baptist
8477,"? Anonymous painter of Rome, 16th century",1501,8506,http://nrs.harvard.edu/urn-3:VIT.BB:8095410,Baptismal scene
8478,"Belliniano, Vittore",1507,8507,http://nrs.harvard.edu/urn-3:VIT.BB:8735870,Bust of a young man
8479,"Luini, Bernardino",1480,8508,http://nrs.harvard.edu/urn-3:VIT.BB:10522239,Nativity
8480,"Catena, Vincenzo di Biagio",1500,8509,http://nrs.harvard.edu/urn-3:VIT.BB:8735798,Madonna and Child with St. Peter and St. Catherine
8481,Master of San Jacopo a Mucciana,1351,8510,http://nrs.harvard.edu/urn-3:VIT.BB:4904700,Madonna and Child in glory with four saints
8482,"Costa, Lorenzo di Ottavio",1483,8511,http://nrs.harvard.edu/urn-3:VIT.BB:10541834,Adoration of the shepherds with Annunciation to the shepherds in the background
8483,"Franchi, Rossello di Jacopo",1401,8512,http://nrs.harvard.edu/urn-3:VIT.BB:4838425,Male saint
8484,"Anonymous painter of Venice, 16th century",1501,8513,http://nrs.harvard.edu/urn-3:VIT.BB:10593871,Three-quarter bust of a man
8485,Follower of Perugino,1491,8514,http://nrs.harvard.edu/urn-3:VIT.BB:8084152,St. Jerome in the Wilderness with the Infants Jesus Christ and St. John the Baptist in the background
8486,"Attributed to Uccello, Paolo",1401,8515,http://nrs.harvard.edu/urn-3:VIT.BB:4903901,Battle scene
8487,Giovanni da Modena,n.d.,8516,http://nrs.harvard.edu/urn-3:VIT.BB:10728197,Eraclius entering Jerusalem
8488,Matteo di Giovanni,1450,8517,http://nrs.harvard.edu/urn-3:VIT.BB:9431482,Madonna and Child
8489,"Anonymous painter of Florence, 16th century",1501,8518,http://nrs.harvard.edu/urn-3:VIT.BB:4904095,Madonna and Child
8490,"Anonymous painter of Venice, 16th century",1501,8519,http://nrs.harvard.edu/urn-3:VIT.BB:10594005,Madonna and Child Blessing with two saints
8491,"Near Ingannati, Pietro degli",1529,8520,http://nrs.harvard.edu/urn-3:VIT.BB:8735949,St. Anthony and St. Francis
8492,Attributed to Franciabigio,1501,8521,http://nrs.harvard.edu/urn-3:VIT.BB:4901255,Madonna and Child with the Infant St. John and two angels (?)
8493,Niccolò di Pietro Gerini,1349,8522,http://nrs.harvard.edu/urn-3:VIT.BB:10534038,Peter protesting at Christ washing the feet of the Disciples
8494,Andrea da Firenze,1351,8523,http://nrs.harvard.edu/urn-3:VIT.BB:4626865,Madonna and Child Enthroned with saints; Nativity; Christ on the Cross; Annunciation
8495,Giovanni di Niccola da Pisa,1326,8524,http://nrs.harvard.edu/urn-3:VIT.BB:9429468,Madonna and Child with a goldfinch
8496,Near Matteo di Giovanni,1450,8525,http://nrs.harvard.edu/urn-3:VIT.BB:9431404,Madonna and Child with three angels
8497,"Near Tintoretto, Jacopo",1537,8526,http://nrs.harvard.edu/urn-3:VIT.BB:10592668,Bust of a bearded man
8498,"Palmezzano, Marco",1491,8527,http://nrs.harvard.edu/urn-3:VIT.BB:8074616,"Madonna and Child with the Infant St. John, St. Sebastian and St. Mary Magdalene"
8499,Copy after Titian,1554,8528,http://nrs.harvard.edu/urn-3:VIT.BB:10581908,Philip II
8500,Master of 1416,1401,8529,http://nrs.harvard.edu/urn-3:VIT.BB:4904532,Madonna and Child with two angels
8501,"Tintoretto, Domenico",1580,8530,http://nrs.harvard.edu/urn-3:VIT.BB:10593432,Bearded man in a fur coat before a seascape
8502,"Near Bronzino, Agnolo",1501,8531,http://nrs.harvard.edu/urn-3:VIT.BB:4901374,Portrait of man
8503,Sebastiano del Piombo,1500,8532,http://nrs.harvard.edu/urn-3:VIT.BB:8738299,Christ carrying the Cross
8504,"? Calcar, Jan Steven van",1519,8533,http://nrs.harvard.edu/urn-3:VIT.BB:10611315,"Young man wearing a laurel wreath crown, holding a scroll"
8505,"Copy after Lotto, Lorenzo",1516,8534,http://nrs.harvard.edu/urn-3:VIT.BB:8747006,Madonna and Child Enthroned with Saints and angels
8506,Copy after Titian,1550,8535,http://nrs.harvard.edu/urn-3:VIT.BB:10582349,Titian and Pietro Aretino
8507,"Solario, Andrea",1490,8536,http://nrs.harvard.edu/urn-3:VIT.BB:10523306,Ecce homo
8508,Workshop of Piero di Cosimo,1491,8537,http://nrs.harvard.edu/urn-3:VIT.BB:4893407,Madonna and Child with the Infant St. John the Baptist
8509,"Attributed to Catena, Vincenzo di Biagio",1515,8538,http://nrs.harvard.edu/urn-3:VIT.BB:8735836,Profile bust of a lady
8510,"? Anonymous painter of Florence, 14th century",1391,8539,http://nrs.harvard.edu/urn-3:VIT.BB:4904740,Madonna and Child with a pomegranate
8511,"Anonymous painter of Venice, 15th century",1401,8540,http://nrs.harvard.edu/urn-3:VIT.BB:10593623,St. Jerome in the wilderness
8512,Barnaba da Modena,1361,8541,http://nrs.harvard.edu/urn-3:VIT.BB:10542033,Madonna and Child
8513,Copy after Titian,1564,8542,http://nrs.harvard.edu/urn-3:VIT.BB:10581617,Last supper
8514,"Anonymous painter of Florence, 16th century",1576,8543,http://nrs.harvard.edu/urn-3:VIT.BB:4904211,Prelate with a book
8515,? Innocenzo da Imola,1508,8544,http://nrs.harvard.edu/urn-3:VIT.BB:10580276,Female figure holding a jar and a book
8516,"Anonymous painter of Siena, 16th century",1501,8545,http://nrs.harvard.edu/urn-3:VIT.BB:9450494,Madonna of Mercy
8517,"Tintoretto, Jacopo",1537,8546,http://nrs.harvard.edu/urn-3:VIT.BB:10593394,Admiral standing by a window
8518,"School of Ghirlandaio, Domenico",1490,8547,http://nrs.harvard.edu/urn-3:VIT.BB:10728345,Madonna and Child with two angels
8519,"Catena, Vincenzo di Biagio",1510,8548,http://nrs.harvard.edu/urn-3:VIT.BB:8735804,"Madonna and Child with St. Zachary, St. Elizabeth and the Infant St. John"
8520,"Anonymous painter of Lombardy, 15th century",1401,8549,http://nrs.harvard.edu/urn-3:VIT.BB:10531326,Bust of a lady
8521,"Carpaccio, Benedetto",1520,8550,http://nrs.harvard.edu/urn-3:VIT.BB:8719239,Mystic Marriage of St. Catherine with saints
8522,"Bassano, Leandro",1575,8551,http://nrs.harvard.edu/urn-3:VIT.BB:10590525,Double portrait of a man and a woman
8523,School of Correggio,1500,8552,http://nrs.harvard.edu/urn-3:VIT.BB:10586700,Madonna and Child
8524,Jacopo di Cione,1351,8553,http://nrs.harvard.edu/urn-3:VIT.BB:4626952,Preaching of a saint
8525,Near Titian,1510,8554,http://nrs.harvard.edu/urn-3:VIT.BB:10582129,Bust of a bearded man
8526,Mariotto di Nardo,1380,8555,http://nrs.harvard.edu/urn-3:VIT.BB:4838458,Madonna and Child Enthroned with eight saints and two music-making angels
8527,"Near India, Bernardino",1548,8556,http://nrs.harvard.edu/urn-3:VIT.BB:10593244,Portrait of Caterina Cornaro
8528,"After Allori, Cristofano",1601,8557,http://nrs.harvard.edu/urn-3:VIT.BB:10728304,Judith with the head of Holofernes
8529,Lattanzio da Rimini,1492,8558,http://nrs.harvard.edu/urn-3:VIT.BB:8719851,Madonna and Child
8530,"Anonymous painter of Siena, 14th century",1395,8559,http://nrs.harvard.edu/urn-3:VIT.BB:9450525,Madonna and Child with two angels
8531,"School of Tintoretto, Jacopo",1537,8560,http://nrs.harvard.edu/urn-3:VIT.BB:10592516,Annunciation
8532,"Near Signorelli, Luca",1491,8561,http://nrs.harvard.edu/urn-3:VIT.BB:8074358,Male nude seen from behind
8533,Attributed to Andrea dei Bruni,1368,8562,http://nrs.harvard.edu/urn-3:VIT.BB:10542105,Madonna and Child
8534,"Anonymous painter of Emilia, 16th century",1501,8563,http://nrs.harvard.edu/urn-3:VIT.BB:10580096,"Madonna appearing to St. Peter, St. Paul, St. Philip and St. Barbara"
8535,"Crivelli, Vittore",1497,8564,http://nrs.harvard.edu/urn-3:VIT.BB:8708265,Madonna and Child Enthroned with music-making angels
8536,"Near Primaticcio, Francesco",1541,8565,http://nrs.harvard.edu/urn-3:VIT.BB:4893847,16th-century inscriptions
8537,"Copy after Palma, Jacopo, il vecchio",1513,8566,http://nrs.harvard.edu/urn-3:VIT.BB:8748019,"Madonna and Child with St. Michael, St. Dorothy, St. Mary Magdalene and an Evangelist"
8538,"Fungai, Bernardino",1480,8567,http://nrs.harvard.edu/urn-3:VIT.BB:9436184,Nativity
8539,"Tintoretto, Jacopo",1559,8568,http://nrs.harvard.edu/urn-3:VIT.BB:10592753,Doge Girolamo Priuli
8540,"School of Romano, Giulio",1501,8569,http://nrs.harvard.edu/urn-3:VIT.BB:8088914,Bacchanal
8541,"Boccaccino, Boccaccio",1501,8570,http://nrs.harvard.edu/urn-3:VIT.BB:10526097,Adoration of the Child
8542,"Bassano, Jacopo, il vecchio",1534,8571,http://nrs.harvard.edu/urn-3:VIT.BB:10590321,Way to Calvary
8543,"Anonymous painter of North Italy, 16th century",1501,8572,http://nrs.harvard.edu/urn-3:VIT.BB:10536448,Binding of St. Sebastian
8544,"? Anonymous painter of Tuscany, 14th century",1301,8573,http://nrs.harvard.edu/urn-3:VIT.BB:4903941,Haloed heads (fragment; detail of unidentified work)
8545,"Circle of Rosselli, Cosimo",1476,8574,http://nrs.harvard.edu/urn-3:VIT.BB:4876467,Madonna and Child Enthroned with two angels
8546,Sano di Pietro,1425,8575,http://nrs.harvard.edu/urn-3:VIT.BB:9431552,Madonna and Child blessing with two angels
8547,Deodato Orlandi,1288,8576,http://nrs.harvard.edu/urn-3:VIT.BB:9295266,Madonna and Child Enthroned with two angels
8548,Manner of Giorgione,1490,8577,http://nrs.harvard.edu/urn-3:VIT.BB:8738008,Warrior and musician in landscape
8549,Near Perugino,1491,8578,http://nrs.harvard.edu/urn-3:VIT.BB:8084118,Madonna and Child with the Infant St. John the Baptist
8550,Titian,1510,8579,http://nrs.harvard.edu/urn-3:VIT.BB:10611233,Study of a soldier
8551,"Near Bassano, Leandro",1575,8580,http://nrs.harvard.edu/urn-3:VIT.BB:10590487,Young boy dressed as Bacchus
8552,"Copy after Bellini, Jacopo",1420,8581,http://nrs.harvard.edu/urn-3:VIT.BB:8708029,Scene of court life
8553,"Near Orsini, Antonio",1432,8582,http://nrs.harvard.edu/urn-3:VIT.BB:10542179,Adoration of the Magi
8554,"? Pesellino, Francesco",1401,8583,http://nrs.harvard.edu/urn-3:VIT.BB:4863636,Profile of a man
8555,After Titian,1546,8584,http://nrs.harvard.edu/urn-3:VIT.BB:10582386,Bust of Doge Francesco Donà
8556,"Urbani, Lodovico",1460,8585,http://nrs.harvard.edu/urn-3:VIT.BB:8075582,Way to Calvary
8557,"? Hispanus, Johannes",1491,8586,http://nrs.harvard.edu/urn-3:VIT.BB:10583056,Madonna and Child
8558,Silvestro dei Gherarducci,1380,8587,http://nrs.harvard.edu/urn-3:VIT.BB:4626998,Madonna and Child
8559,Luca di Tommé,1362,8588,http://nrs.harvard.edu/urn-3:VIT.BB:9297535,Prophet Elijah
8560,"Anonymous painter of Florence, 16th century",1541,8589,http://nrs.harvard.edu/urn-3:VIT.BB:4904305,Head of an infant
8561,"Near Campi, Giulio",1551,8590,http://nrs.harvard.edu/urn-3:VIT.BB:10526228,Bust of a man wearing a hat
8562,Pseudo Pier Francesco Fiorentino,1451,8591,http://nrs.harvard.edu/urn-3:VIT.BB:4863719,Madonna and Child with a goldfinch
8563,"Veronese, Paolo",1548,8592,http://nrs.harvard.edu/urn-3:VIT.BB:10718046,Female figure holding a staff
8564,Master of the Ashmolean Predella,1365,8593,http://nrs.harvard.edu/urn-3:VIT.BB:4904544,Madonna and Child Enthroned with eight saints; Christ Blessing
